2024-03-04 04:18:49,545 DEBUG   HandlerThread:12268 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.11.5', 'heartbeatAt': '2024-03-04T09:18:49.484535', 'startedAt': '2024-03-04T09:18:49.386536', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'C:\\Users\\ander\\Documents\\GitHub\\AutoCareHubApp\\train_tokenizer.py', 'codePathLocal': 'train_tokenizer.py', 'codePath': 'train_tokenizer.py', 'git': {'remote': 'https://github.com/Andy2020code/AutoCareHubApp.git', 'commit': 'c5172fc33bdd06000f8dc30a0d284d160525d9b5'}, 'email': '144275177+Andy2020code@users.noreply.github.com', 'root': 'C:/Users/ander/Documents/GitHub/AutoCareHubApp', 'host': 'AndysPC', 'username': 'ander', 'executable': 'c:\\Users\\ander\\AppData\\Local\\Programs\\Python\\Python311\\python.exe', 'cpu_count': 12, 'cpu_count_logical': 24, 'cpu_freq': {'current': 3701.0, 'min': 0.0, 'max': 3701.0}, 'cpu_freq_per_core': [{'current': 3701.0, 'min': 0.0, 'max': 3701.0}], 'disk': {'/': {'total': 952.4199714660645, 'used': 346.5100975036621}}, 'gpu': 'NVIDIA GeForce RTX 3070', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3070', 'memory_total': 8589934592}], 'memory': {'total': 47.92966079711914}}
2024-03-04 04:18:49,545 INFO    HandlerThread:12268 [system_monitor.py:probe():224] Finished collecting system info
2024-03-04 04:18:49,545 INFO    HandlerThread:12268 [system_monitor.py:probe():227] Publishing system info
2024-03-04 04:18:49,546 INFO    HandlerThread:12268 [system_monitor.py:probe():229] Finished publishing system info
2024-03-04 04:18:49,561 DEBUG   HandlerThread:12268 [handler.py:handle_request():146] handle_request: python_packages
2024-03-04 04:18:54,434 DEBUG   HandlerThread:12268 [handler.py:handle_request():146] handle_request: status_report
2024-03-04 04:18:54,434 DEBUG   SenderThread:12268 [sender.py:send_request():409] send_request: status_report
2024-03-04 04:18:59,453 DEBUG   HandlerThread:12268 [handler.py:handle_request():146] handle_request: status_report
2024-03-04 04:18:59,454 DEBUG   SenderThread:12268 [sender.py:send_request():409] send_request: status_report
2024-03-04 04:19:04,497 DEBUG   HandlerThread:12268 [handler.py:handle_request():146] handle_request: status_report
2024-03-04 04:19:04,498 DEBUG   SenderThread:12268 [sender.py:send_request():409] send_request: status_report
2024-03-04 04:19:09,543 DEBUG   HandlerThread:12268 [handler.py:handle_request():146] handle_request: status_report
2024-03-04 04:19:09,544 DEBUG   SenderThread:12268 [sender.py:send_request():409] send_request: status_report
2024-03-04 04:19:14,589 DEBUG   HandlerThread:12268 [handler.py:handle_request():146] handle_request: status_report
2024-03-04 04:19:14,590 DEBUG   SenderThread:12268 [sender.py:send_request():409] send_request: status_report
2024-03-04 04:19:19,620 DEBUG   HandlerThread:12268 [handler.py:handle_request():146] handle_request: status_report
2024-03-04 04:19:19,620 DEBUG   SenderThread:12268 [sender.py:send_request():409] send_request: status_report
2024-03-04 04:19:24,660 DEBUG   HandlerThread:12268 [handler.py:handle_request():146] handle_request: status_report
2024-03-04 04:19:24,660 DEBUG   SenderThread:12268 [sender.py:send_request():409] send_request: status_report
2024-03-04 04:19:29,687 DEBUG   HandlerThread:12268 [handler.py:handle_request():146] handle_request: status_report
2024-03-04 04:19:29,687 DEBUG   SenderThread:12268 [sender.py:send_request():409] send_request: status_report
2024-03-04 04:19:34,715 DEBUG   HandlerThread:12268 [handler.py:handle_request():146] handle_request: status_report
2024-03-04 04:19:34,715 DEBUG   SenderThread:12268 [sender.py:send_request():409] send_request: status_report
2024-03-04 04:19:39,742 DEBUG   HandlerThread:12268 [handler.py:handle_request():146] handle_request: status_report
2024-03-04 04:19:39,742 DEBUG   SenderThread:12268 [sender.py:send_request():409] send_request: status_report
2024-03-04 04:19:44,758 DEBUG   HandlerThread:12268 [handler.py:handle_request():146] handle_request: status_report
2024-03-04 04:19:44,758 DEBUG   SenderThread:12268 [sender.py:send_request():409] send_request: status_report
2024-03-04 04:19:49,495 DEBUG   SystemMonitor:12268 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-03-04 04:19:49,778 DEBUG   HandlerThread:12268 [handler.py:handle_request():146] handle_request: status_report
2024-03-04 04:19:49,778 DEBUG   SenderThread:12268 [sender.py:send_request():409] send_request: status_report
2024-03-04 04:19:54,801 DEBUG   HandlerThread:12268 [handler.py:handle_request():146] handle_request: status_report
2024-03-04 04:19:54,801 DEBUG   SenderThread:12268 [sender.py:send_request():409] send_request: status_report
2024-03-04 04:19:59,822 DEBUG   HandlerThread:12268 [handler.py:handle_request():146] handle_request: status_report
2024-03-04 04:19:59,822 DEBUG   SenderThread:12268 [sender.py:send_request():409] send_request: status_report
2024-03-04 04:20:04,852 DEBUG   HandlerThread:12268 [handler.py:handle_request():146] handle_request: status_report
2024-03-04 04:20:04,853 DEBUG   SenderThread:12268 [sender.py:send_request():409] send_request: status_report
2024-03-04 04:20:09,868 DEBUG   HandlerThread:12268 [handler.py:handle_request():146] handle_request: status_report
2024-03-04 04:20:09,868 DEBUG   SenderThread:12268 [sender.py:send_request():409] send_request: status_report
2024-03-04 04:20:14,901 DEBUG   HandlerThread:12268 [handler.py:handle_request():146] handle_request: status_report
2024-03-04 04:20:14,901 DEBUG   SenderThread:12268 [sender.py:send_request():409] send_request: status_report
2024-03-04 04:20:19,938 DEBUG   HandlerThread:12268 [handler.py:handle_request():146] handle_request: status_report
2024-03-04 04:20:19,938 DEBUG   SenderThread:12268 [sender.py:send_request():409] send_request: status_report
2024-03-04 04:20:24,958 DEBUG   HandlerThread:12268 [handler.py:handle_request():146] handle_request: status_report
2024-03-04 04:20:24,958 DEBUG   SenderThread:12268 [sender.py:send_request():409] send_request: status_report
